ID,Title,Content,Excerpt,Date,"Post Type",Permalink,"Image URL","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured","Attachment URL","Adventure Categories","Adventure Subcategories",_thumbnail_id,_wp_page_template,_wp_trash_meta_status,_wp_trash_meta_time,_wp_desired_post_slug,Status,"Author ID","Author Username","Author Email","Author First Name","Author Last Name",Slug,Format,Template,Parent,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date","Custom URI","Show Sidebar","Show Date","Show Featured Image","Blog Category","Event Location","Date Logic","Event Date","Event Time","Events are Clickable","Testimonial Author","Testimonial Company","Phone Number","Reservations Number","Fax Number","Street Address","Featured Image Crop","Custom Crop Height","Show Main Menu","Show Social Media","Show Phone","Show Fax","Show Address","Footer Logo","Footer Copyright Text","Header Layout","Header Logo","Show Phone","Show Search","Read More Button Label","No Results Error Message","Page Not Found - Title","Page Not Found	- Message","Show Side Filters","Promo Text Area","Promo Side Image","Promo Background Image",Weather,Wind,"Air Temp","Moon Phase","Sunrise / Sunset","Adventure Category","Adventure Subcategory","Adventure External URL","FAQ Category","Page Hero","Hero Layout","Disable Wave Spacing","Hero H1","Hero H2","Hero CTA","Hero Background Image",Image,"Image Crop","Text Alignment","Headline Size",Headline,Subheadline,"Text Area",Button,"Row Settings","Custom CSS Class","Background Image","Background Color","Text Color","Disable Top Spacing","Disable Bottom Spacing","Disable Top Wave","Manually Hide Bottom Wave Space","Flexible Fields"
2385,"Night Dive",,"See Marine Life at Night ","2025-02-06 18:16:48",adventures,https://el-pescador-lodge-and-villas.lndo.site/adventures/night-dive/,,,,,,,,Sea,"Scuba Diving Courses",,,,,,publish,1,admin,it@straightnorth.com,,,night-dive,,,0,0,20,closed,closed,"2025-02-06 21:17:33",adventures/night-dive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sea,"Scuba Diving Courses",https://go.theflybook.com/book/1360/ListView/0#/base/1360/560f64ab-f70d-432c-8e29-07a94ec29287/config/29479/29517/activity,,,,,,,,,,,,,,,,,,,,,,,,,,
2387,"Single Parasailing",,"Get a Bird’s Eye Island View","2025-02-06 18:17:01",adventures,https://el-pescador-lodge-and-villas.lndo.site/adventures/single-parasailing/,https://el-pescador-lodge-and-villas.lndo.site/wp-content/uploads/2023/01/square-placeholder.png,square-placeholder,,,,https://el-pescador-lodge-and-villas.lndo.site/wp-content/uploads/2023/01/square-placeholder.png,,Sea,"Parasailing Courses",1142,,,,,publish,1,admin,it@straightnorth.com,,,single-parasailing,,,0,0,17,closed,closed,"2025-02-06 21:14:55",adventures/single-parasailing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sea,"Parasailing Courses",https://go.theflybook.com/book/1360/ListView/0#/base/1360/560f64ab-f70d-432c-8e29-07a94ec29287/config/29497/29536/activity,,,,,,,,,,,,,,,,,,,,,,,,,,
2389,"Double Parasailing",,"Book with a Partner","2025-02-06 18:17:09",adventures,https://el-pescador-lodge-and-villas.lndo.site/adventures/double-parasailing/,,,,,,,,Sea,"Parasailing Courses",,,,,,publish,1,admin,it@straightnorth.com,,,double-parasailing,,,0,0,18,closed,closed,"2025-02-06 21:15:03",adventures/double-parasailing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sea,"Parasailing Courses",https://go.theflybook.com/book/1360/ListView/0#/base/1360/560f64ab-f70d-432c-8e29-07a94ec29287/config/29498/29537/activity,,,,,,,,,,,,,,,,,,,,,,,,,,
2391,"Triple Parasailing",,"Book with 2 Partners","2025-02-06 18:18:30",adventures,https://el-pescador-lodge-and-villas.lndo.site/adventures/triple-parasailing/,,,,,,,,Sea,"Parasailing Courses",,,,,,publish,1,admin,it@straightnorth.com,,,triple-parasailing,,,0,0,19,closed,closed,"2025-02-06 21:15:12",adventures/triple-parasailing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sea,"Parasailing Courses",https://go.theflybook.com/book/1360/ListView/0#/base/1360/560f64ab-f70d-432c-8e29-07a94ec29287/config/29499/29538/activity,,,,,,,,,,,,,,,,,,,,,,,,,,
2393,"Refresher Course 1 Tank",,"Refresh Your Skills","2025-02-06 18:18:41",adventures,https://el-pescador-lodge-and-villas.lndo.site/adventures/refresher-course-1-tank/,,,,,,,,Sea,"Scuba Diving Courses",,,,,,publish,1,admin,it@straightnorth.com,,,refresher-course-1-tank,,,0,0,15,closed,closed,"2025-02-06 21:15:19",adventures/refresher-course-1-tank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sea,"Scuba Diving Courses",https://go.theflybook.com/book/1360/ListView/0#/base/1360/560f64ab-f70d-432c-8e29-07a94ec29287/config/29485/29523/activity,,,,,,,,,,,,,,,,,,,,,,,,,,
2395,"Refresher Course 2 Tank",,"Take 2 Dives","2025-02-06 18:18:53",adventures,https://el-pescador-lodge-and-villas.lndo.site/adventures/refresher-course-2-tank/,,,,,,,,Sea,"Scuba Diving Courses",,,,,,publish,1,admin,it@straightnorth.com,,,refresher-course-2-tank,,,0,0,16,closed,closed,"2025-02-06 21:15:27",adventures/refresher-course-2-tank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sea,"Scuba Diving Courses",https://go.theflybook.com/book/1360/ListView/0#/base/1360/560f64ab-f70d-432c-8e29-07a94ec29287/config/29486/29524/activity,,,,,,,,,,,,,,,,,,,,,,,,,,
2397,"Open Water Scuba Diver Certification Course",,"Get Certified at El Pescador ","2025-02-06 18:19:07",adventures,https://el-pescador-lodge-and-villas.lndo.site/adventures/open-water-scuba-diver-certification-course/,,,,,,,,Sea,"Scuba Diving Courses",,,,,,publish,1,admin,it@straightnorth.com,,,open-water-scuba-diver-certification-course,,,0,0,14,closed,closed,"2025-02-06 21:15:35",adventures/open-water-scuba-diver-certification-course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sea,"Scuba Diving Courses",https://go.theflybook.com/book/1360/ListView/0#/base/1360/560f64ab-f70d-432c-8e29-07a94ec29287/config/29489/29527/activity,,,,,,,,,,,,,,,,,,,,,,,,,,
2399,"Discover Scuba Diving – Resort Course",,"Beginner Scuba Dive","2025-02-06 18:19:16",adventures,https://el-pescador-lodge-and-villas.lndo.site/adventures/discover-scuba-diving-resort-course/,,,,,,,,Sea,"Scuba Diving Courses",,,,,,publish,1,admin,it@straightnorth.com,,,discover-scuba-diving-resort-course,,,0,0,13,closed,closed,"2025-02-06 21:15:45",adventures/discover-scuba-diving-resort-course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sea,"Scuba Diving Courses",https://go.theflybook.com/book/1360/ListView/0#/base/1360/560f64ab-f70d-432c-8e29-07a94ec29287/config/29487/29525/activity,,,,,,,,,,,,,,,,,,,,,,,,,,
2401,"Specialty, Nitrox",,"Enjoy a Longer Dive","2025-02-06 18:19:27",adventures,https://el-pescador-lodge-and-villas.lndo.site/adventures/specialty-nitrox/,,,,,,,,Sea,"Scuba Diving Courses",,,,,,publish,1,admin,it@straightnorth.com,,,specialty-nitrox,,,0,0,12,closed,closed,"2025-02-06 21:15:54",adventures/specialty-nitrox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sea,"Scuba Diving Courses",https://go.theflybook.com/book/1360/ListView/0#/base/1360/560f64ab-f70d-432c-8e29-07a94ec29287/config/29495/29534/activity,,,,,,,,,,,,,,,,,,,,,,,,,,
2403,"Advanced Open Water",,"Book an Expert Dive","2025-02-06 18:19:35",adventures,https://el-pescador-lodge-and-villas.lndo.site/adventures/advanced-open-water/,,,,,,,,Sea,"Scuba Diving Courses",,,,,,publish,1,admin,it@straightnorth.com,,,advanced-open-water,,,0,0,11,closed,closed,"2025-02-06 21:16:01",adventures/advanced-open-water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sea,"Scuba Diving Courses",https://go.theflybook.com/book/1360/ListView/0#/base/1360/560f64ab-f70d-432c-8e29-07a94ec29287/config/29492/29530/activity,,,,,,,,,,,,,,,,,,,,,,,,,,
2436,"Lamanai by Boat",,"Explore Mayan Ruins ","2025-02-06 21:07:25",adventures,https://el-pescador-lodge-and-villas.lndo.site/adventures/lamanai-by-boat/,https://el-pescador-lodge-and-villas.lndo.site/wp-content/uploads/2025/02/5c30bd81edb5fddf32b17458_5c255d523c78e587c28d9cb4_act_lamanai-as_62104928-1.jpeg,5c30bd81edb5fddf32b17458_5c255d523c78e587c28d9cb4_act_lamanai-as_62104928,,,,https://el-pescador-lodge-and-villas.lndo.site/wp-content/uploads/2025/02/5c30bd81edb5fddf32b17458_5c255d523c78e587c28d9cb4_act_lamanai-as_62104928-1.jpeg,,Land,,2517,,,,,publish,1,admin,it@straightnorth.com,,,lamanai-by-boat,,,0,0,10,closed,closed,"2025-02-07 16:44:50",adventures/lamanai-by-boat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Land,,https://go.theflybook.com/book/1360/ListView/0#/base/1360/560f64ab-f70d-432c-8e29-07a94ec29287/config/29715/29463/activity,,,,,,,,,,,,,,,,,,,,,,,,,,
2439,"Lamanai by Air & River Tour",,"Explore Mayan Ruins ","2025-02-06 21:08:28",adventures,https://el-pescador-lodge-and-villas.lndo.site/adventures/lamanai-by-air-river-tour/,https://el-pescador-lodge-and-villas.lndo.site/wp-content/uploads/2025/02/5c30bd80edb5fde557b17455_5c255c9b9a157501e0862692_act_lam-AS_79419028-1.jpeg,5c30bd80edb5fde557b17455_5c255c9b9a157501e0862692_act_lam-AS_79419028,,,,https://el-pescador-lodge-and-villas.lndo.site/wp-content/uploads/2025/02/5c30bd80edb5fde557b17455_5c255c9b9a157501e0862692_act_lam-AS_79419028-1.jpeg,,Land,,2515,,,,,publish,1,admin,it@straightnorth.com,,,lamanai-by-air-river-tour,,,0,0,9,closed,closed,"2025-02-07 16:44:10",adventures/lamanai-by-air-river-tour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Land,,https://go.theflybook.com/book/1360/ListView/0#/base/1360/560f64ab-f70d-432c-8e29-07a94ec29287/config/29454/29461/activity,,,,,,,,,,,,,,,,,,,,,,,,,,
2441,"Sip and Paint",,"Create a Masterpiece","2025-02-06 21:08:46",adventures,https://el-pescador-lodge-and-villas.lndo.site/adventures/sip-and-paint/,,,,,,,,Land,,,,,,,publish,1,admin,it@straightnorth.com,,,sip-and-paint,,,0,0,8,closed,closed,"2025-02-06 21:08:46",adventures/sip-and-paint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Land,,"https://go.theflybook.com/book/1360/ListView/0#/base/1360/560f64ab-f70d-432c-8e29-07a94ec29287/config/34650/33987/activity ",,,,,,,,,,,,,,,,,,,,,,,,,,
2443,"Cave Tubing & Belize Zoo",,"Float Through Belize Waters","2025-02-06 21:09:01",adventures,https://el-pescador-lodge-and-villas.lndo.site/adventures/cave-tubing-belize-zoo/,,,,,,,,Land,,,,,,,publish,1,admin,it@straightnorth.com,,,cave-tubing-belize-zoo,,,0,0,7,closed,closed,"2025-02-06 21:09:01",adventures/cave-tubing-belize-zoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Land,,"https://go.theflybook.com/book/1360/ListView/0#/base/1360/560f64ab-f70d-432c-8e29-07a94ec29287/config/29457/29483/activity ",,,,,,,,,,,,,,,,,,,,,,,,,,
2445,"Belize Zoo & Zipline",,"Fly Past Wildlife","2025-02-06 21:09:16",adventures,https://el-pescador-lodge-and-villas.lndo.site/adventures/belize-zoo-zipline/,,,,,,,,Land,,,,,,,publish,1,admin,it@straightnorth.com,,,belize-zoo-zipline,,,0,0,6,closed,closed,"2025-02-06 21:09:16",adventures/belize-zoo-zipline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Land,,"https://go.theflybook.com/book/1360/ListView/0#/base/1360/560f64ab-f70d-432c-8e29-07a94ec29287/config/29458/29484/activity ",,,,,,,,,,,,,,,,,,,,,,,,,,
2447,"Cave Tubing & Zipline",,"Explore the Jungle ","2025-02-06 21:09:26",adventures,https://el-pescador-lodge-and-villas.lndo.site/adventures/cave-tubing-zipline/,https://el-pescador-lodge-and-villas.lndo.site/wp-content/uploads/2025/02/5c30bd7f1213428442022da1_5c255e034fdbbaf0ccbf6b90_act_zipline_as_94767528-1.jpeg,5c30bd7f1213428442022da1_5c255e034fdbbaf0ccbf6b90_act_zipline_as_94767528,,,,https://el-pescador-lodge-and-villas.lndo.site/wp-content/uploads/2025/02/5c30bd7f1213428442022da1_5c255e034fdbbaf0ccbf6b90_act_zipline_as_94767528-1.jpeg,,Land,,2519,,,,,publish,1,admin,it@straightnorth.com,,,cave-tubing-zipline,,,0,0,5,closed,closed,"2025-02-07 16:45:18",adventures/cave-tubing-zipline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Land,,https://go.theflybook.com/book/1360/ListView/0#/base/1360/560f64ab-f70d-432c-8e29-07a94ec29287/config/29459/29485/activity,,,,,,,,,,,,,,,,,,,,,,,,,,
2450,"Cave Tubing & Xunantunich",,"Tour an Ancient Mayan Site","2025-02-06 21:10:00",adventures,https://el-pescador-lodge-and-villas.lndo.site/adventures/cave-tubing-xunantunich/,,,,,,,,Land,,,,,,,publish,1,admin,it@straightnorth.com,,,cave-tubing-xunantunich,,,0,0,4,closed,closed,"2025-02-06 21:10:00",adventures/cave-tubing-xunantunich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Land,,"https://go.theflybook.com/book/1360/ListView/0#/base/1360/560f64ab-f70d-432c-8e29-07a94ec29287/config/29460/29486/activity ",,,,,,,,,,,,,,,,,,,,,,,,,,
2452,"Belize Zoo & Xunantunich",,"Zoo and Mayan Expedition","2025-02-06 21:10:09",adventures,https://el-pescador-lodge-and-villas.lndo.site/adventures/belize-zoo-xunantunich/,,,,,,,,Land,,,,,,,publish,1,admin,it@straightnorth.com,,,belize-zoo-xunantunich,,,0,0,3,closed,closed,"2025-02-06 21:10:09",adventures/belize-zoo-xunantunich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Land,,"https://go.theflybook.com/book/1360/ListView/0#/base/1360/560f64ab-f70d-432c-8e29-07a94ec29287/config/29461/29487/activity ",,,,,,,,,,,,,,,,,,,,,,,,,,
2454,"ATM Cave – by Flight",,"Tour Actun Tunichal Muknal ","2025-02-06 21:10:21",adventures,https://el-pescador-lodge-and-villas.lndo.site/adventures/atm-cave-by-flight/,https://el-pescador-lodge-and-villas.lndo.site/wp-content/uploads/2025/02/5c30bd7e121342b41d022d9e_5bb4e6fc096def208bfac629_1280px-Actun_tunichil_muknal-pottery-1.jpeg,5c30bd7e121342b41d022d9e_5bb4e6fc096def208bfac629_1280px-Actun_tunichil_muknal-pottery,,,,https://el-pescador-lodge-and-villas.lndo.site/wp-content/uploads/2025/02/5c30bd7e121342b41d022d9e_5bb4e6fc096def208bfac629_1280px-Actun_tunichil_muknal-pottery-1.jpeg,,Land,,2513,,,,,publish,1,admin,it@straightnorth.com,,,atm-cave-by-flight,,,0,0,2,closed,closed,"2025-02-07 16:43:25",adventures/atm-cave-by-flight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Land,,https://go.theflybook.com/book/1360/ListView/0#/base/1360/560f64ab-f70d-432c-8e29-07a94ec29287/config/29463/29489/activity,,,,,,,,,,,,,,,,,,,,,,,,,,
